address,area,direction,furniture,numBath,numBed,numFloor,price,type,type_detail,url
"Nam Yên Lũng, Xã An Khánh, Huyện Hoài Đức, Hà Nội",70.0,Đông Nam,Nội thất đầy đủ,3,4,,3.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-hoai-duc-ha-noi/90469182.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",50.0,,,,3,,3.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90469202.htm
"Đường Quốc lộ 21B, Xã Bích Hòa, Huyện Thanh Oai, Hà Nội",40.0,,Nội thất đầy đủ,2,3,3,1.75,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-oai-ha-noi/90469204.htm
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",45.0,,Nội thất cao cấp,6,4,7,8.2,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90382162.htm
"Đường Quang Tiến, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",40.0,,,4,4,,3.25,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90469968.htm
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",35.0,,,4,4,,2.2,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90469971.htm
"ui, Thị trấn Quang Minh, Huyện Mê Linh, Hà Nội",90.0,,,,3,,4.8,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-huyen-me-linh-ha-noi/90469995.htm
"Đường Tương Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",28.0,,,4,3,6,5.39,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/88687255.htm
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",45.0,,,,5,,2.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90470053.htm
"Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội",40.0,,Hoàn thiện cơ bản,4,4,5,4.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90470097.htm
"Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",51.0,,Nội thất cao cấp,Nhiều hơn 6 phòng,9,5,5.75,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ba-dinh-ha-noi/90470891.htm
"Hữu hoà, Xã Hữu Hoà, Huyện Thanh Trì, Hà Nội",48.0,,,,4,,4.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90470913.htm
"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",36.0,,,,4,,3.2,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90470917.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",36.0,,Nội thất đầy đủ,4,3,5,3.1,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-bac-tu-liem-ha-noi/90470919.htm
"Đường Cầu Tó, Xã Tả Thanh Oai, Huyện Thanh Trì, Hà Nội",50.0,,,4,4,,0.00235,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/89707632.htm
"Đường Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội",40.0,,,,3,,5.65,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90332187.htm
"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",53.0,,,4,3,4,4.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90377439.htm
"123, Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",52.0,Đông Bắc,Nội thất đầy đủ,3,4,5,0.15,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90408096.htm
"Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",43.0,,,,4,,4.1,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90470983.htm
"Đường Xã Đàn, Phường Kim Liên, Quận Đống Đa, Hà Nội",25.0,,,2,3,,2.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90471016.htm
"Đường Tạ Quang Bửu, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",32.0,Đông,Nội thất cao cấp,4,4,4,4.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/90471017.htm
"33C, ngõ 250, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội",39.0,Đông Bắc,,3,4,4,3.5,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hoang-mai-ha-noi/90471067.htm
Đường Phúc Lợi,52.0,,,4,3,5,3.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/88207091.htm
"Dương Nội, Phường Dương Nội, Quận Hà Đông, Hà Nội",30.0,,Nội thất cao cấp,3,3,,2.8,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90471087.htm
"Đường Phùng Chí Kiên, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội",47.0,,Nội thất đầy đủ,5,6,5,5.6,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90124338.htm
"10 ngõ 123A/24, Đường Thụy Khuê, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",73.0,Đông Nam,Nội thất đầy đủ,2,2,2,6.2,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-tay-ho-ha-noi/90276029.htm
"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội",38.0,,,1,2,,1.95,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90471305.htm
"Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội",32.0,,,3,3,,3.0,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-huyen-thanh-tri-ha-noi/90443998.htm
Đường Bồ Đề,52.0,,Nội thất cao cấp,5,5,5,5.3,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90220497.htm
"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",13.0,,,,4,4,0.00205,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-cau-giay-ha-noi/90471344.htm
"Đường Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội",56.0,,,5,5,,5.7,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-long-bien-ha-noi/90220173.htm
"Đường Tôn Đức Thắng, Phường Quang Trung, Quận Đống Đa, Hà Nội",32.0,,,,3,,4.0,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-dong-da-ha-noi/90461766.htm
"Đường Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",55.0,,,4,5,5,5.75,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-hai-ba-trung-ha-noi/88945409.htm
"Đường Nguyễn Trãi, Phường Văn Quán, Quận Hà Đông, Hà Nội",36.0,,,4,4,,2.89,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-ha-dong-ha-noi/90461812.htm
"Đường Do Nha, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",30.0,Tây Bắc,Nội thất đầy đủ,4,3,,2.79,Nhà ở,Nhà ngõ,https://nha.chotot.com/mua-ban-nha-dat-quan-nam-tu-liem-ha-noi/90461855.htm
"Đường Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",43.0,,,6,4,4,9.4,Nhà ở,Nhà mặt phố,https://nha.chotot.com/mua-ban-nha-dat-quan-thanh-xuan-ha-noi/90461896.htm
