url,address,facade,direction,age,area,bedroom,bathroom,floors,house_type,price,street_size
https://batdongsan.com.vn/ban-dat-duong-thai-lai-xa-minh-tri/chinh-chu-gia-dinh-em-ban-1-250-met-so-do-tai-thon-huyen-soc-son-ha-noi-pr30794400,"Đường Thái Lai, Xã Minh Trí, Sóc Sơn, Hà Nội",5.5 m,Đông-Nam,,250 m²,,,,Bán đất,13.5 triệu/m²,12 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/ban-mat-pho-93m2-gia-dat-chi-8-ty-dong-lh-0976491188-pr31305494,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,,,93 m²,,,5 tầng,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)",85 triệu/m²,17.5 m
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/shophouse-mat-17-5m-gia-dau-tu-lh-mr-hung-0961730068-pr31301959,"Dự án Louis City Hoàng Mai, Đường Tân Mai, Phường Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,,,95 m²,,,,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)",123 triệu/m²,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-phuong-xuan-la-prj-kdt-tay-ho-tay-starlake-ha-noi/8-can-spuse-khu-k3-h7-can-ban-he-mr-0904-896-038-pr25729026,"Dự án KĐT Tây Hồ Tây - Starlake Hà Nội, Phường Xuân La, Tây Hồ, Hà Nội",,Nam,,286 m²,,,,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)",Thỏa thuận,13 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/ban-cat-lo-r53008-6ty-r20917-6-1ty-r40307-3-5ty-r30517-5-5ty-r10417-5-7ty-r62402-3-4ty-pr30857865,"Royal City, 72A, Đường Nguyễn Trãi, Phường Thượng Đình, Thanh Xuân, Hà Nội",,Đông-Nam,,,3 PN,3 phòng,,Bán căn hộ chung cư,32 triệu/m²,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/ban-shophouse-40m-162m2-thuan-loi-kinh-doanh-lh-096-9927-380-pr31319727,"Dự án Louis City Hoàng Mai, Hoàng Mai, Hà Nội",,,,162 m²,,,,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)",Thỏa thuận,
https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-tan-mai-phuong-hoang-van-thu-4-prj-louis-city-hoang-mai/chinh-chu-ban-shophouse-mat-thong-13-5m-tai-du-an-gia-118tr-m2-pr31319755,"Dự án Louis City Hoàng Mai, Hoàng Mai, Hà Nội",5 m,,,100 m²,9 PN,6 phòng,5 tầng,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)",118 triệu/m²,13.5 m
https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/sieu-pham-ban-gap-82m-tu-2-420-gia-1-ty-truc-chinh-sen-tri-thach-that-pr31319978,"Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội",,,,82 m²,,,,Bán đất,1 tỷ,
https://batdongsan.com.vn/ban-nha-rieng-phuong-van-phuc-1/-chinh-chu-ban-lo-goc-3-mat-thoang-tai-kdt-song-da-ha-dong-lh-0947123458-pr30561532,"Phường Vạn Phúc, Hà Đông, Hà Nội",,,,60 m²,,,,Bán nhà riêng,6.7 tỷ,
https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-le-van-luong-phuong-nhan-chinh-prj-star-city-le-van-luong/-chu-ban-mat-lh-0903230981-pr31267493,"Dự án Starcity Lê Văn Lương, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội",,Đông-Nam,,111.7 m²,3 PN,2 phòng,,Bán căn hộ chung cư,3.6 tỷ,
https://batdongsan.com.vn/ban-dat-duong-dt-91-xa-cam-linh-1/ban-gap-mat-ho-suoi-hai-mat-tinh-lo-91-sieu-re-pr31290333,"Đường ĐT 91, Xã Cẩm Lĩnh, Ba Vì, Hà Nội",,,,6000 m²,,,,Bán đất,6.6 tỷ,
https://batdongsan.com.vn/ban-dat-duong-420-xa-binh-yen-1/cat-lo-lo-full-tho-cu-gan-khu-cnc-hoa-lac-gan-dai-hoc-fpt-gia-1-ty-pr31305351,"Đường 420, Xã Bình Yên, Thạch Thất, Hà Nội",6 m,,,70 m²,,,,Bán đất,18 triệu/m²,7 m
https://batdongsan.com.vn/ban-can-ho-chung-cu-tay-ho-river-view/ban-gap-suat-ngoai-giao-tang-cao-dep-gia-re-nhat-thi-truong-pr31320836,"Dự án Tây Hồ River View, Tây Hồ, Hà Nội",,,,75 m²,,,,Bán căn hộ chung cư,Thỏa thuận,
